,0,length
58,"[1, 34, 4, 116, 11, 14, 20, 12, 9, 518, 254, 24, 8, 838, 15, 4, 177, 26, 37, 36, 1975, 533, 8, 30, 2, 1797, 5, 116, 33, 211, 97, 14, 6, 55, 737, 5, 1728, 20, 586, 60, 28, 573, 44, 12, 549, 18, 4285, 522, 314, 5, 4, 1126, 282, 13, 40, 2285, 108, 76, 128, 74, 298, 663, 26, 15, 4, 156, 713, 1595, 8, 511, 46, 51, 9, 887]",74
59,"[1, 30, 2815, 34, 4, 347, 23, 4, 145, 7, 4, 953, 15, 2, 6, 65, 1237, 120, 2, 2, 50, 218, 6, 155, 1653, 44, 3896, 241, 4, 114, 9, 1755, 4, 116, 394, 5, 4, 277, 32, 99, 727, 10, 10, 13, 286, 1017, 6, 991, 21, 13, 16, 1017, 8, 30, 2176, 13, 286, 4, 64, 96, 13, 100, 2, 149, 14, 20, 16, 88, 13, 16, 33, 6, 2, 313, 137, 1064, 18, 61, 519, 8, 30, 8533, 894, 11, 4, 172, 2, 789, 73, 245, 39, 14, 22]",93
60,"[1, 60, 151, 14, 22, 16, 164, 318, 17, 141, 13, 244, 1309, 8, 931, 23, 33, 222, 31, 2367, 15, 7835, 11, 94, 5260, 15, 7, 4, 485, 668, 4284, 11, 4, 22, 2, 5556, 11, 2716, 7, 4, 598, 647, 769, 5, 51, 59, 271, 143, 133, 6142, 16, 4, 118, 116, 292, 11, 4, 22, 231, 4, 1297, 306, 53, 4800, 41, 2, 136, 19, 4, 992, 3852, 628, 2, 47, 8, 30, 110, 8, 30, 2417, 52, 157, 2]",83
61,"[1, 49, 248, 5872, 1743, 83, 4467, 61, 2762, 2, 2, 266, 8, 330, 207, 77, 6, 337, 7, 2801, 2, 237, 2, 65, 758, 160, 522, 2, 123, 2, 115, 69, 6, 580, 4, 201, 69, 6, 52, 863, 5, 87, 156, 45, 66, 66, 6, 902]",48
62,"[1, 4, 118, 173, 7, 14, 288, 9, 4, 1108, 12, 271, 180, 2190, 39, 50, 50, 16, 57, 1175, 200, 4, 832, 4, 9893, 610, 40, 142, 13, 2, 19, 61, 3731, 10, 10, 4, 481, 16, 38, 78, 15, 33, 222, 13, 16, 2, 49, 7, 4, 2]",50
63,"[1, 133, 9, 160, 364, 489, 20, 39, 4, 910, 1169, 50, 9, 57, 53, 910, 1103, 4, 65, 9, 357, 32, 1438, 26, 1214, 12, 9, 24, 1036, 42, 728, 910, 1169, 16, 33, 6, 58, 6, 432, 7, 1236, 1169, 63, 2426, 1306, 18, 476, 12, 9, 150, 32, 44, 231, 278, 902, 23, 4, 84, 37, 6471, 910, 403, 18, 68, 965, 4275, 12, 9, 4, 809, 7, 35, 3806, 5, 34, 4, 96, 6568, 9, 24, 910]",81
64,"[1, 45, 38, 2279, 54, 22, 1188, 353, 8, 30, 646, 5, 45, 38, 578, 133, 14, 47, 1908, 856, 116, 1322, 414, 3259, 5476, 15, 26, 878, 8, 106, 5, 111, 9704, 11, 45, 589, 8, 30, 6, 810, 22, 5, 2, 14, 22, 144, 30, 4248, 33, 32, 2205, 13, 16, 579, 24, 8, 140, 5, 67, 14, 22, 13, 657, 13, 69, 8031]",66
65,"[1, 14, 346, 2033, 19, 6, 5498, 2778, 487, 1750, 625, 2811, 2, 83, 27, 2905, 113, 54, 29, 2271, 138, 198, 24, 6, 52, 326, 75, 850, 6, 227, 44, 4, 307, 3914, 7, 487, 15, 240, 77, 2, 23]",41
66,"[1, 1238, 52, 384, 1986, 552, 823, 453, 2, 791, 7, 2, 5, 6130, 914, 2, 86, 194, 217, 1096, 807, 13, 104, 4, 2, 3619, 408, 14, 6, 2165, 675, 13, 70, 64, 482, 57, 31, 165, 2627, 8, 106, 12, 10, 10, 219, 14, 33, 2, 22, 3340, 5, 29, 301, 7077, 343, 6, 612, 7, 134, 156, 11, 7680, 4264]",63
67,"[1, 2759, 163, 5, 2759, 441, 869, 4, 249, 20, 13, 28, 126, 69, 4, 6343, 8, 106, 104, 271, 8, 758, 1285, 224, 60, 433, 546, 5, 61, 980, 1829, 143, 12, 43, 8, 67, 48, 12, 100, 30, 17, 4152, 3648, 17, 12, 186, 11, 4, 636, 720, 422, 12, 9, 798, 33, 32, 2205]",57
68,"[1, 14, 20, 1870, 122, 259, 1495, 15, 4, 436, 20, 16, 324, 11, 40, 241, 4340, 50, 26, 115, 101, 1005, 665, 5, 48, 50, 26, 94, 540, 22, 623, 39, 1198, 334, 14, 20, 3682, 254, 1350, 8, 870, 143, 99, 789, 230, 245]",46
69,"[1, 31, 7, 4, 1529, 91, 731, 5, 91, 621, 102, 126, 407, 290, 2753, 2644, 262, 48, 25, 28, 6, 1296, 18, 922, 405, 7, 627, 10, 10, 4, 1389, 5, 4, 690, 584, 80, 97, 25, 1826, 137, 149, 4, 20, 6, 3777, 215, 18, 4641, 451, 1604]",50
70,"[1, 50, 26, 44, 747, 234, 44, 320, 96, 143, 54, 31, 1087, 1085, 4, 2, 7, 35, 221, 326, 1326, 7, 1060, 5, 2, 216, 83, 1152, 315, 670, 2, 1420, 268, 58, 1038, 95, 2, 94, 265, 17, 6, 1562, 727, 5, 357, 1179, 22]",47
71,"[1, 14, 9, 6, 283, 1528, 7, 6, 248, 22, 448, 23, 6, 340, 9508, 65, 12, 1160, 4, 265, 7, 4, 180, 5, 46, 2319, 2756, 1333, 143, 68, 265, 11, 4, 631, 2, 3647, 121, 5553, 4741, 5, 4, 1850, 32, 4109, 4039, 3867, 4, 277, 9, 2076, 4, 354, 26, 87, 5, 1851, 2, 287, 15, 29, 70, 81, 142, 85, 74, 3232, 2255, 287, 61, 64, 2598, 9, 15, 13, 161, 2214, 12]",77
72,"[1, 13, 258, 14, 20, 66, 254, 8, 870, 143, 61, 692, 828, 4635, 125, 4, 248, 17, 230, 17, 731, 102, 140, 14, 31, 9, 4, 249, 207, 110, 92, 1414, 19, 12]",34
73,"[1, 4, 3289, 844, 17, 73, 17, 4, 318, 302, 26, 530, 11, 14, 20, 488, 215, 30, 31, 7, 118, 3410, 1001, 7, 32, 58, 4, 3938, 11, 4, 2, 9, 6, 389, 2221, 7, 3289, 318, 302, 5, 1114, 302, 4, 167, 69, 35, 326, 15, 4, 1051, 1319, 8, 987, 23, 22, 10, 10, 1371, 15, 2597, 3294, 166, 31, 7, 27, 118, 354, 11, 14, 22]",70
74,"[1, 17, 2047, 301, 13, 473, 8, 1231, 61, 419, 11, 6, 9219, 7, 1598, 61, 2, 46, 5, 1783, 125, 6, 4242, 14, 2, 61, 1417, 44, 14, 1235, 437, 7, 406, 781, 2, 532, 5095, 2, 5, 43, 78, 78, 724, 2, 51, 334, 70, 13, 135, 48, 25, 26, 2411, 195, 8, 30, 11, 35, 1609, 121, 14, 418, 7, 3192, 1157, 9, 395, 591, 591, 28, 6066, 23, 1357, 5, 798, 33, 32, 2205]",78
75,"[1, 6, 55, 8224, 589, 8, 721, 31, 7, 4, 91, 6622, 1151, 7, 4714, 8, 4, 268, 4, 65, 1030, 8, 79, 91, 7, 2, 1121, 3456, 638, 5, 4, 116, 9, 897, 4, 8866, 623, 34, 4, 229, 400, 2, 4, 1217, 5, 81, 5077, 2, 12, 2, 8, 564, 5, 167]",54
76,"[1, 14, 20, 2, 50, 9, 24, 76, 53, 8, 12, 4, 477, 548, 610, 40, 4055, 656, 23, 61, 3731, 24, 49, 2467, 2734, 19, 4, 2124, 7, 747, 349, 13, 258, 4, 3837, 53, 221, 4, 114, 1299, 5, 640, 100, 30, 110, 582, 6, 3693, 245, 4, 64, 1653, 489, 7, 14, 22, 16, 15, 12, 1054, 798, 14, 33, 32, 2205, 894, 25, 358, 78, 3447, 8523, 102]",72
77,"[1, 151, 450, 139, 7, 70, 30, 2209, 17, 120, 4, 350, 13, 197, 15, 12, 16, 2434, 8, 67, 142, 15, 16, 1688, 8, 140, 8, 6, 651, 7, 751, 6876, 2509, 212, 10, 10, 9, 6, 87, 22, 19, 87, 807, 13, 586, 135, 15, 14, 22, 9, 18, 316, 21, 4, 22, 9, 23, 61, 350, 158, 1029, 10, 10, 48, 25, 70, 168, 724, 45, 2552, 2, 5, 106, 12, 18, 4, 22, 15, 12, 9, 13, 62, 440, 25, 100, 67, 12, 11, 4, 172, 641, 15, 13, 81]",94
78,"[1, 31, 7, 4, 249, 108, 7, 45, 512, 10, 10, 4, 64, 1927, 3230, 71, 848, 800, 49, 7, 4, 2, 59, 62, 303, 721, 8, 4, 58, 6105, 5, 1354, 10, 10, 6, 185, 8414, 3695, 82, 2, 4, 53, 2921, 156, 10, 10]",46
79,"[1, 48, 225, 233, 433, 74, 14, 20, 13, 92, 181, 8, 67, 12, 13, 377, 38, 111, 480, 183, 6, 7402, 3444, 46, 7, 6, 7117, 8, 97, 6, 9843, 18, 6, 117, 4384, 430, 4, 117, 4384, 430, 309, 2, 17, 6, 558, 775, 7, 2053, 929, 7, 2, 17, 35, 4223, 3035, 1466, 3537, 2524, 5, 2, 144, 5154, 245, 101, 4147, 15, 2, 9, 6, 3035, 5419, 4, 226, 155, 9, 38, 373, 15, 1347, 790, 42, 60, 2362, 969, 9, 35, 7712, 1694, 34, 2096, 14, 22, 144, 30, 8491, 5, 5, 8491, 174]",99
80,"[1, 6, 247, 1332, 22, 4, 1333, 139, 71, 608, 21, 120, 224, 4, 114, 16, 1523, 5, 357, 45, 64, 1653, 944, 71, 49, 7, 4, 105, 4, 2, 5, 4, 6867, 71, 184, 253, 105, 1756, 109, 16, 43, 1162, 5, 379]",44
81,"[1, 21, 13, 131, 510, 149, 41, 38, 13, 520, 12, 6, 342, 305, 7, 6, 300, 41, 3046, 26, 4828, 49, 7, 4, 85, 177, 1066, 963, 1331, 488, 26, 66, 2, 99, 4, 1132, 309, 9, 643, 1139, 1212, 39, 15, 4, 20, 9, 32, 4896, 9992, 11, 6, 76, 99, 196, 519, 1313, 45, 82, 33, 14, 213, 15, 4, 20, 461, 7898, 2625, 260, 77, 55, 223, 366, 95]",73
82,"[1, 1331, 1983, 645, 6, 4, 1032, 378, 2, 11, 132, 44, 4, 313, 5, 435, 23, 8, 1139, 4, 2952, 11, 68, 205, 2900, 10, 10, 51, 16, 4, 801, 392, 2407, 965, 1382, 7, 4, 4620, 1175, 23, 4, 392, 268, 1331, 2, 8, 4, 194, 268, 16, 17, 3577, 17, 5, 1567, 5, 3356, 478, 248, 287, 10, 10, 1960, 6664, 5, 1890, 35, 1815, 2, 2, 37, 1131, 159, 4, 22, 16, 626]",77
83,"[1, 13, 296, 4, 20, 4077, 5, 18, 72, 12, 16, 6, 1380, 2221, 7, 102, 40, 3995, 1219, 5, 2, 2515, 4, 118, 7, 4, 118, 12, 16, 115, 101, 753, 5, 210, 728, 175, 534, 225, 160, 109, 8981, 269, 8, 516, 90, 25, 115, 124, 803, 375, 11, 31, 681, 1307]",54
84,"[1, 14, 31, 214, 128, 19, 257, 162, 168, 434, 31, 7, 723, 2, 118, 555, 1339, 228, 603, 63, 16, 82, 1339, 23, 481, 1406, 2, 38, 138, 57, 4527, 31, 4, 55, 402, 2, 2, 481, 22, 5333, 34, 4, 96, 4, 204, 2, 2253, 1472, 18, 14, 9, 66, 87]",53
85,"[1, 57, 599, 57, 541, 57, 2, 341, 139, 995, 995, 995, 995, 3214, 558, 1266, 143, 14, 20, 93, 72, 1195, 1195, 1195, 1195, 55, 357, 576, 357, 10, 10, 2, 24, 60, 6, 1984, 1251, 8, 14, 22, 13, 2488, 169, 6, 52, 155, 8, 135, 44, 12, 85, 74, 4, 485, 232, 69, 6, 327, 648, 13, 482, 407, 24, 290, 4, 5277, 6414, 13, 1539, 8, 851, 12]",72
86,"[1, 4028, 5, 3903, 1146, 16, 2, 12, 9, 424, 15, 43, 6, 171, 388, 19, 9908, 166, 90, 1176, 41, 119, 21, 4, 65, 410, 5, 4, 690, 97, 12, 5, 737, 585, 2027, 4, 477, 720, 2, 13, 2, 124, 138, 12, 16, 348, 6, 3245, 675, 10, 10]",51
87,"[1, 4604, 1383, 14, 16, 93, 159, 320, 501, 351, 5, 6389, 6367, 88, 12, 16, 1916, 3272, 2, 8, 1821, 12, 16, 180, 8, 4, 595, 940, 54, 4, 171, 206, 139, 562, 273, 4, 114, 16, 82, 1499, 5, 691, 43, 421, 3312, 46, 279, 12, 16, 2, 5, 626, 8, 2, 23, 2, 5954, 108, 10, 10, 342, 158, 10, 10, 240, 24, 143, 246, 721, 23, 467, 9818, 342, 5, 1888, 49, 3324]",77
88,"[1, 13, 92, 330, 4, 1032, 5672, 22, 21, 54, 36, 26, 2, 19, 2, 3881, 5, 7220, 414, 5, 54, 45, 578, 36, 71, 224, 18, 4, 2, 3530, 247, 74, 4, 5975, 4275, 13, 79, 3072, 146, 24, 6, 379, 415, 246, 13, 331, 161, 391, 51, 14, 22, 16, 269, 8, 135, 42, 81, 22, 9, 6, 2000, 812, 7, 406, 7293, 138, 81, 49, 1057, 361, 12, 305, 18]",73
89,"[1, 1878, 80, 28, 25, 1104, 2578, 547, 14, 65, 448, 23, 6, 283, 65, 9, 4, 404, 20, 18, 6, 378, 8, 650, 225, 195, 18, 199, 4195, 7203, 1792, 2235, 4, 425, 109, 8, 3203, 27, 239, 9, 1517, 7, 35, 1809, 1344, 4372, 4, 5054, 7, 4, 20, 9, 578, 4, 20, 7630, 111, 1438, 13, 6037, 510, 14, 22]",63
90,"[1, 14, 16, 31, 7, 4, 249, 102, 13, 28, 126, 110, 4, 64, 3079, 319, 14, 20, 9, 15, 4, 375, 20, 191, 869, 30, 433, 45, 3787, 17, 609, 21, 476, 713, 1668]",35
91,"[1, 13, 100, 28, 224, 19, 4, 1542, 2, 43, 4010, 245, 14, 755, 144, 115, 28, 77, 224, 4, 86, 122, 12, 32, 5, 128, 4, 114, 16, 6, 2803, 4, 116, 16, 2803, 4, 458, 365, 370, 157, 32, 2803, 2500, 276, 46, 14, 2582, 144, 30, 2, 5, 2, 203, 36, 24, 994, 174]",57
92,"[1, 14, 9, 31, 7, 61, 2635, 4926, 428, 5, 2814, 2, 2, 11, 14, 731, 212, 31, 9, 6, 970, 3515, 37, 796, 2, 113, 448, 23, 4, 6615, 7, 41, 341, 746, 6, 291, 4, 85, 9, 6, 6377, 37, 47, 1458, 7, 1818, 7847, 185, 372, 5, 4846, 6, 649, 19, 6, 5723, 2700, 255, 48, 874, 188, 3390, 11, 129, 1153, 5, 42, 883, 11, 129, 483, 2, 4, 3912, 2, 56, 19, 129, 9180, 5, 5403, 624, 18, 6, 1694]",85
93,"[1, 608, 13, 124, 4, 204, 2, 713, 11, 14, 3198, 12, 60, 186, 12, 152, 4881, 11, 14, 201, 21, 12, 131, 6, 52, 20, 12, 9, 642, 13, 197, 262, 19, 4, 8909, 2, 42, 2, 13, 202, 12, 6, 790]",43
94,"[1, 14, 9, 6, 20, 19, 6, 389, 1120, 21, 55, 815, 487, 12, 144, 115, 28, 77, 626, 19, 46, 33, 222, 289, 53, 796, 4495, 5683, 12, 188, 101, 4, 65, 9, 99, 2, 1428, 295, 5, 50, 26, 99, 111, 1552, 2461, 505, 11, 4, 65, 8, 97, 12, 6, 8271, 20, 12, 62, 30, 87, 8, 67, 51, 6, 542, 268, 564, 100, 81, 19, 4, 65]",71
95,"[1, 6, 478, 2954, 1114, 3288, 304, 273, 11, 1011, 7, 4, 2093, 4157, 7, 6, 2, 2, 21, 37, 26, 148, 84, 37, 3409, 638, 268, 33, 4, 130, 7781, 4784, 31, 7, 4, 7909, 2, 11, 1360, 479, 382, 73, 290, 6, 786, 7, 129, 58]",48
96,"[1, 14, 20, 9, 31, 194, 4375, 4, 116, 549, 2, 5938, 9, 373, 5, 4, 3797, 229, 64, 97, 183, 433, 13, 215, 1041, 19, 160, 733, 15, 4, 719, 105, 481, 647, 17, 6, 551, 7, 192, 38, 81, 4, 2, 105, 342, 381, 46, 7, 158, 18, 300, 2, 241, 5938, 342, 8537, 139, 300, 241, 46, 7, 106, 2, 1506, 5, 42, 724, 5419, 18, 8974, 224, 208, 262, 2, 63, 13, 258, 8, 30, 441, 5, 530]",82
97,"[1, 14, 20, 9, 184, 727, 2, 301, 39, 4, 2, 5008, 136, 8, 4, 3455, 582, 187, 7, 8581, 14, 9, 6, 87, 20, 18, 4, 158, 1691, 559, 604, 21, 724, 15, 12, 47, 57, 2336, 13, 202, 12, 470, 158, 64, 88, 12, 3301, 618, 51, 12, 270, 46, 8, 81, 5, 164, 53]",57
98,"[1, 207, 110, 14, 20, 179, 6, 171, 211, 5, 257, 58, 13, 106, 12, 4, 2, 5, 2805, 12, 461, 382, 94, 4, 583, 7, 2301, 15, 435, 83, 5622, 2, 1730, 3570, 42, 43, 4, 8672, 2367, 88, 12, 16, 141, 6, 801, 4277, 22, 2935, 45, 6, 1036, 119, 65, 19, 576, 163, 955, 105, 13, 104, 45, 208, 56, 50, 19, 702, 211, 5, 916, 1067, 7769, 4277, 1554]",73
99,"[1, 4, 236, 52, 8341, 20, 5, 4, 118, 33, 15, 89, 70, 25, 24, 462, 33, 222, 280, 33, 14, 20, 4, 236, 347, 9, 6, 356, 17, 9, 2, 2112, 8517, 27, 118, 561, 23, 22, 14, 47, 27, 118, 411, 5, 9, 6, 2, 3603, 793, 4, 6935, 7004, 1290]",53
100,"[1, 117, 2, 738, 8, 2223, 16, 61, 86, 22, 315, 4, 4206, 4724, 7, 4, 2, 2, 17, 13, 16, 576, 1458, 15, 2193, 13, 16, 2, 8, 67, 12, 21, 4, 9785, 444, 603, 7, 790, 133, 33, 899, 93, 72, 140, 50, 10, 10, 12, 16, 3042, 234, 7, 1050, 113, 1147, 6606, 2, 113, 143, 27, 205, 979, 16, 7506, 10, 10, 67, 12, 5, 48, 614, 67, 12, 33, 6, 438]",76
101,"[1, 45, 32, 50, 107, 356, 1210, 632, 3999, 6, 2, 1313, 143, 307, 3923, 1385, 1865, 567, 383, 5, 6, 6445, 5487, 7001, 554, 405, 1962, 10, 10, 763, 6, 1229, 7, 2, 5, 49, 8849, 5728, 1285, 5, 874, 188, 14, 321, 1320, 20]",46
102,"[1, 4138, 73, 224, 21, 467, 3892, 88, 7, 1763, 5005, 47, 194, 1182, 235, 5627, 4, 189, 512, 2, 367, 19, 1096, 114, 1299, 5, 115, 5905, 100, 28, 77, 6, 1170, 1215, 356, 48, 12, 69, 126, 1840, 4, 1434]",42
103,"[1, 14, 9, 6, 356, 1125, 22, 39, 4, 1072, 201, 91, 7, 4, 678, 105, 79, 7074, 7, 268, 58, 935, 81, 1727, 105, 2, 4, 22, 590, 1152, 9, 23, 4, 8288, 105, 3035, 5, 257, 31, 47, 27, 41, 55, 955, 1506, 253, 94, 55, 163, 39, 454, 8, 130, 12, 47, 321, 1399, 87, 228, 5, 264, 12, 42, 24, 13, 28, 110, 14, 53, 74, 101, 20, 94, 15, 87, 5, 11, 61, 652, 94, 404]",81
104,"[1, 14, 20, 304, 4, 544, 7, 2573, 5, 166, 12, 128, 3136, 9, 9037, 35, 2, 11, 9499, 5, 9, 23, 4, 4951, 7, 2489, 2, 37, 47, 413, 6, 2780, 14, 9, 6, 128, 310, 7, 3136, 11, 6, 3018, 182, 2, 127, 6, 87, 292, 19, 3136, 17, 6, 2545, 5, 6, 1255, 67, 14, 48, 25, 423, 4, 544, 7, 2573]",65
105,"[1, 3344, 17, 6, 2, 5, 6, 52, 31, 9, 179, 6, 866, 633, 8326, 34, 2402, 2966, 14, 1295, 346, 2080, 90, 8, 193, 4, 485, 5, 4, 2, 10, 10, 31, 70, 64, 2514, 4, 1174, 15, 27, 109, 16, 6, 2111, 7, 4, 111, 2, 2, 102, 7, 14, 999, 10, 10, 30, 2848, 8, 462, 624, 710, 33, 49, 7, 4, 807, 5, 401, 35, 744, 23, 4, 318, 302, 10, 10, 13, 2395, 14, 23, 288, 11, 6, 2, 300, 241, 1594]",87
106,"[1, 146, 1710, 25, 14, 20, 9, 24, 629, 48, 335, 6, 189, 20, 337, 262, 6, 6156, 297, 337, 490, 104, 45, 966, 163, 21, 25, 528, 30, 1765, 45, 24, 6, 78, 20, 21, 45, 24, 629]",39
107,"[1, 99, 78, 13, 66, 40, 2, 2, 5, 1998, 6927, 21, 4, 167, 1196, 8, 276, 14, 295, 225, 6, 176, 7, 206, 6, 176, 7, 2339, 21, 12, 32, 266, 125, 5667, 4, 167, 161, 81, 27, 292, 2428, 206, 266, 125, 835, 38, 76, 186, 2264, 11, 6, 1680, 589, 8, 607, 4, 22, 14, 310, 7, 4, 3980, 2, 898, 12, 17, 4142, 331, 218, 290, 4, 58, 8, 106, 12, 160, 167, 62, 28, 224, 6, 128, 292]",83
108,"[1, 6, 215, 18, 101, 783, 254, 2, 451, 10, 10, 2, 127, 4, 217, 7, 2, 6, 1166, 7, 1351, 5, 261, 4, 2, 218, 1245, 7140, 9, 131, 6, 52, 2618, 83, 4, 456, 7, 199, 745, 5, 4115, 5, 290, 6, 106, 43, 18, 4, 816, 10, 10, 166, 72, 1415, 2, 10, 10]",57
109,"[1, 14, 20, 9, 43, 530, 2, 116, 9, 43, 480, 4, 130, 9, 38, 966, 619, 13, 1415, 175, 58, 13, 67, 14, 22, 45, 4, 243, 25, 115, 79, 1195, 7, 5, 70, 67, 174, 5, 174, 35, 427, 2789, 530, 20]",44
110,"[1, 14, 9, 31, 3133, 20, 2781, 7, 4, 2729, 823, 102, 7, 4, 522, 1700, 321, 177, 6364, 802, 5, 52, 116, 941, 4, 1062, 7, 4, 20, 4240, 6143, 31, 7, 4, 128, 823, 102, 7, 4, 2068, 3600, 8, 4, 167, 177]",45
111,"[1, 4, 700, 3255, 2561, 156, 39, 1065, 185, 6, 1475, 448, 2900, 39, 4, 1355, 700, 3255, 944, 1926, 8276, 7, 2948, 1065, 804, 2, 5, 4, 7099, 32, 6, 176, 2805, 74, 14, 260, 301, 15, 2, 1457, 11, 6, 52, 471, 17, 6, 5847, 1002, 19, 5857, 5, 4, 816, 944, 87, 228, 39, 4, 999, 457, 158]",61
112,"[1, 73, 13, 40, 14, 20, 86, 7, 32, 88, 45, 55, 73, 197, 7, 5, 73, 88, 4, 7023, 167, 5, 409, 2471, 35, 576, 87, 284, 8, 297, 1952, 5, 82, 61, 236, 282, 88, 61, 652, 2, 2137, 9, 38, 38, 893]",45
113,"[1, 14, 9, 31, 7, 61, 514, 2, 2, 1290, 14, 20, 9, 43, 981, 8, 30, 510, 24, 2, 2, 2, 45, 24, 1736, 1702, 45, 253, 45, 939, 4, 1238, 1566, 795, 7812, 4589, 6, 651, 7, 6615, 15, 1624, 22, 1418, 28, 1638, 178, 8, 104, 215, 30, 6, 173, 7, 175, 20, 10, 10, 409, 28, 2209, 2, 217, 45, 4, 282, 490, 106, 4, 20, 120, 5, 120, 5, 4, 321, 696, 177, 587, 2, 10, 10, 518, 6, 2, 9, 43, 6, 2, 518, 6, 20, 9, 43, 253, 10, 10, 358]",98
114,"[1, 14, 16, 242, 1436, 17, 35, 7112, 823, 708, 21, 12, 996, 23, 199, 5442, 50, 26, 171, 3487, 5, 24, 195, 2327, 4, 7187, 1794, 166, 12, 254, 8, 870, 143, 5, 4, 2552, 206, 139, 26, 99, 2, 1993, 5, 2, 3943, 8, 1464, 76, 2, 33, 222, 4, 651, 7, 116, 9, 312]",57
115,"[1, 4, 274, 16, 31, 7, 1660, 4669, 118, 4, 20, 16, 1050, 1916, 12, 16, 1350, 8, 2416, 11, 4, 750, 366, 4, 277, 63, 286, 60, 4, 172, 17, 4, 274, 13, 482, 15, 14, 9, 4, 959, 54, 25, 353, 8, 2, 158, 5479, 7, 65, 83, 175, 786, 50, 9, 57, 52, 282, 8, 106, 14, 20]",61
116,"[1, 13, 510, 14, 20, 576, 12, 16, 4, 236, 87, 4386, 1171, 2, 20, 13, 124, 7, 12, 69, 6, 2731, 4497, 154, 1263, 6897, 8, 12, 194, 4429, 3561, 5, 1163, 2, 69, 678, 531, 12, 1616, 28, 1199, 101, 3166, 21, 12, 16, 737, 32, 4, 172]",50
117,"[1, 252, 12, 9, 6, 162, 193, 23, 2109, 37, 2263, 13, 62, 247, 4, 154, 193, 48, 12, 9, 441, 14, 16, 24, 441, 12, 16, 6, 753, 65, 862, 917, 19, 616, 627, 607, 129, 278, 92, 60, 106, 12, 23, 374]",44
118,"[1, 902, 8, 67, 35, 221, 65, 2, 83, 1273, 2571, 93, 18, 248, 2396, 633, 4285, 102, 26, 6, 7407, 605, 752, 248, 988, 5699, 16, 6, 184, 52, 1099, 18, 4, 485, 217, 21, 286, 348, 76, 8, 157, 19]",42
119,"[1, 14, 728, 16, 1774, 5, 6572, 190, 4, 65, 16, 6, 117, 5303, 5, 254, 8, 794, 33, 211, 261, 4, 107, 4221, 156, 122, 6, 87, 292, 43, 319, 6465, 116, 19, 175, 2, 7, 27, 112, 5, 3247, 175, 2122, 93, 14, 6, 55, 906, 20, 303, 102, 28, 2029, 90, 8, 30, 6, 24, 43, 31, 217, 284, 29, 82, 1177, 1717, 5177, 11, 1047, 5, 2, 1238, 1020, 5, 24, 4, 641, 3324, 13, 343, 8, 104, 29, 16]",84
120,"[1, 48, 14, 16, 4, 118, 4174, 438, 69, 8, 1464, 134, 153, 61, 249, 3564, 28, 216, 283, 13, 28, 115, 60, 11, 4174, 102, 110, 433, 116, 13, 426, 79, 546, 8, 106, 12, 18, 53, 74, 1673, 234, 38, 48, 198, 4, 1203, 7, 72, 1012, 4, 1262, 38, 30, 12, 10, 10]",56
121,"[1, 31, 7, 61, 514, 1910, 4, 445, 2549, 9, 43, 4, 404, 1019, 18, 14, 20, 368, 7, 834, 2106, 3236, 2, 6775, 105, 3221, 4260, 445, 105, 525, 525, 55, 1927, 368, 7, 206, 25, 80, 24, 79, 1100, 87, 20]",43
122,"[1, 13, 62, 91, 407, 28, 8, 135, 15, 14, 9, 4, 91, 394, 20, 13, 28, 126, 110, 45, 24, 43, 4, 156, 15, 26, 78, 21, 82, 4, 192, 15, 4, 370, 415, 6700, 4, 1513, 5, 4, 2, 18, 44, 457, 234, 33, 6, 58, 259, 15, 1232, 14, 215, 30, 932, 14, 20, 9, 6, 437, 7, 58]",62
123,"[1, 14, 22, 100, 4318, 1666, 2, 1584, 89, 78, 12, 9, 4, 65, 3317, 5, 4, 78, 232, 9, 24, 15, 629, 25, 80, 24, 60, 67, 14, 31, 23, 2, 9084, 14, 22, 93, 72, 594, 44, 3447, 22, 2837, 29, 157, 23, 6, 147, 912, 19, 14, 31]",51
124,"[1, 13, 423, 14, 22, 55, 76, 17, 13, 423, 159, 4, 85, 102, 34, 7977, 32, 4, 156, 582, 39, 32, 120, 2383, 26, 55, 52, 5, 163, 31, 70, 66, 235, 4, 2398, 7, 2, 40, 11, 111, 85, 1136, 102, 21, 45, 608]",46
125,"[1, 4, 2, 6, 1255, 65, 9, 55, 73, 4261, 5, 47, 6, 87, 769, 8, 140, 19, 12, 3896, 2160, 7169, 299, 2, 11, 14, 1125, 1072, 13, 66, 40, 4, 2, 2, 1008, 1075, 34, 4, 167]",39
126,"[1, 14, 16, 4, 801, 372, 1172, 20, 13, 197, 4, 372, 71, 55, 1279, 5, 4, 5409, 71, 87, 32, 4, 370, 122, 16, 1152, 23, 4, 372, 5, 4, 372, 71, 210, 11, 5423, 6840, 18, 4, 370, 5, 36, 71, 210, 9577, 1810, 63, 13, 447, 14, 9, 129, 1121, 1172, 2, 20, 7, 4, 1700, 32, 13, 70, 135, 44, 14, 22, 9, 15, 45, 576, 954, 21, 4, 372, 26, 1490, 5, 68, 2, 26, 87]",81
